,sidx,idx_strs,pargp3,parval1_3,3
0,"('GAL',)",idx0:gal,cdrn,1.0,1.000000000000000000000000000000000000000000000000000000000
1,"('BAR',)",idx0:bar,cdrn,1.0,1.000000000000000000000000000000000000000000000000000000000
