,sidx,idx_strs,pargp3,parval1_3,3
0,"('BAR',)",idx0:bar,drn,1.0,0.729819432340000018299974726687651127576828002929687500000
1,"('GAL',)",idx0:gal,drn,1.0,0.369528449769999989271695994830224663019180297851562500000
