time,PRG,P8,P24,P25,P32,P33,PF,PH,PZHM1,P26,P27,P28,P29,P30,R20,R21,P34,P37,P38,P39,P40,AP1,RCK1,RCK2,P23
10.00000000000,9.158868349,10.08653205,10.26642417,10.27104471,9.219511373,9.078351158,10.65802641,9.592525416,10.24526824,10.96974468,10.57078469,10.31837171,10.24294890,10.16079795,9.171520639,10.13532192,9.604179426,9.574740741,9.647733087,10.24926806,10.32104559,10.19978031,9.055174578,9.154965691,9.925695061
