time,PRG,P8,P24,P25,P32,P33,PF,PH,PZHM1,P26,P27,P28,P29,P30,R20,R21,P34,P37,P38,P39,P40,AP1,RCK1,RCK2,P23
9.000000000000,9.495084503,9.593720770,9.732658858,9.757740431,9.480333336,9.424171485,10.80304218,9.778498814,9.798767708,10.75684447,10.12908968,9.823625953,9.791098143,9.715842071,8.730400030,7.032184135,9.549168534,9.590704471,9.472167810,9.703668580,9.824136048,9.586328781,9.412810609,9.452379428,9.491273931
