time,PRG,P8,P24,P25,P32,P33,PF,PH,PZHM1,P26,P27,P28,P29,P30,R20,R21,P34,P37,P38,P39,P40,AP1,RCK1,RCK2,P23
4.000000000000,8.382477394,9.596648701,9.805910353,9.742208667,8.638612465,8.341551439,9.742530887,8.845484205,9.702589134,10.75256920,10.24645790,9.951814431,10.08887254,10.04608906,8.655567959,7.125715287,9.045529001,9.421583934,9.293549566,9.709372996,9.936760870,9.585280095,8.293574235,8.492042917,9.884413888
