run_id,input_run_id,failed_flag,phi,meas_phi,regul_phi,heads,qdrn,mr,oname:h_otype:lst_usecol:ap1_time:2.0,oname:h_otype:lst_usecol:p23_time:2.0,oname:h_otype:lst_usecol:p24_time:2.0,oname:h_otype:lst_usecol:p25_time:2.0,oname:h_otype:lst_usecol:p26_time:2.0,oname:h_otype:lst_usecol:p27_time:2.0,oname:h_otype:lst_usecol:p28_time:2.0,oname:h_otype:lst_usecol:p29_time:2.0,oname:h_otype:lst_usecol:p30_time:2.0,oname:h_otype:lst_usecol:p32_time:2.0,oname:h_otype:lst_usecol:p33_time:2.0,oname:h_otype:lst_usecol:p34_time:2.0,oname:h_otype:lst_usecol:p37_time:2.0,oname:h_otype:lst_usecol:p38_time:2.0,oname:h_otype:lst_usecol:p39_time:2.0,oname:h_otype:lst_usecol:p40_time:2.0,oname:h_otype:lst_usecol:p8_time:2.0,oname:h_otype:lst_usecol:pf_time:2.0,oname:h_otype:lst_usecol:ph_time:2.0,oname:h_otype:lst_usecol:prg_time:2.0,oname:h_otype:lst_usecol:pzhm1_time:2.0,oname:h_otype:lst_usecol:r20_time:2.0,oname:h_otype:lst_usecol:r21_time:2.0,oname:h_otype:lst_usecol:rck1_time:2.0,oname:h_otype:lst_usecol:rck2_time:2.0,oname:q_otype:lst_usecol:bar_time:2.0,oname:q_otype:lst_usecol:gal_time:2.0,oname:mr_otype:lst_usecol:bar_time:2,oname:mr_otype:lst_usecol:gal_time:2,oname:mr_otype:lst_usecol:r20_time:2,oname:mr_otype:lst_usecol:r21_time:2
0,base,0,14409733.28798,14409733.28798,0,13994884.6597275,409280.361033475,5568.26721907114,12.91275739,15.60741855,14.32028246,12.74044751,13.74244815,16.79485654,16.27050146,18.39819051,18.25238435,10.36830817,10.18192456,11.38648852,10.3419215,10.9000814,13.28472762,15.06331114,13.50408553,14.28665161,14.36614048,11.54613208,13.11425278,11.14536697,12.21291975,10.49305746,10.65284868,-0.93862,-1.6548,0,-0.0630837232557112,0,0
1,pname:hk_inst:0_ptype:pp_pstyle:m_x:408051.03_y:6429181.70_zone:1_1.258925E+00,0,14427332.3187966,14427332.3187966,0,14012192.9726913,409571.272120194,5568.07398509615,12.918314,15.6100419,14.32941423,12.74519797,13.74764515,16.80700869,16.2861464,18.42259313,18.26290001,10.36913407,10.18246253,11.38790983,10.34289253,10.90173932,13.29093112,15.07439289,13.50970601,14.28708495,14.36688709,11.54654742,13.11636398,11.14755523,12.21739463,10.49364898,10.65368181,-0.93924,-1.6552,0,-0.0630699812320354,0,0
2,pname:hk_inst:0_ptype:pp_pstyle:m_x:408051.03_y:6429181.70_zone:1_1.584893E+00,0,14444959.8493987,14444959.8493987,0,14029498.1792557,409820.910059393,5640.76008356167,12.92385439,15.61268497,14.33851215,12.74992955,13.75280755,16.81907201,16.30172259,18.44699835,18.27343791,10.36995948,10.18300082,11.38932863,10.34386349,10.90339632,13.29711079,15.08542634,13.51532348,14.28751738,14.36763159,11.54696248,13.11846622,11.14974196,12.22185926,10.49424009,10.65451398,-0.93986,-1.6555,0,-0.0682203106069231,0,0
3,pname:hk_inst:0_ptype:pp_pstyle:m_x:408051.03_y:6429181.70_zone:1_1.995262E+00,0,14462476.6693142,14462476.6693142,0,14046765.3934357,410070.670963073,5640.60491546286,12.92936717,15.61534319,14.34755775,12.75463287,13.75792657,16.83102673,16.31719819,18.47135099,18.28397975,10.37078284,10.1835384,11.39074216,10.3448325,10.90504916,13.30325425,15.09638939,13.52092656,14.28794811,14.36837261,11.54737637,13.1205555,11.15192278,12.22630445,10.4948296,10.65534359,-0.94048,-1.6558,0,-0.0682093557319656,0,0
4,pname:hk_inst:0_ptype:pp_pstyle:m_x:408051.03_y:6429181.70_zone:1_2.511886E+00,0,14479962.6218463,14479962.6218463,0,14063960.1761719,410361.984639232,5640.46103519319,12.9348415,15.61801212,14.35653329,12.75929894,13.76299358,16.84285371,16.33254294,18.49559639,18.29450662,10.37160235,10.1840744,11.39214726,10.34579746,10.90669443,13.30934962,15.10726112,13.52650416,14.28837642,14.3691084,11.54778873,13.12262732,11.15409321,12.23072139,10.49541636,10.65616865,-0.9411,-1.6562,0,-0.0681991976268535,0,0
5,pname:hk_inst:0_ptype:pp_pstyle:m_x:408051.03_y:6429181.70_zone:1_3.162278E+00,0,14497299.6822158,14497299.6822158,0,14081047.7326599,410611.999247872,5639.95030808622,12.94026591,15.62068606,14.3654207,12.76391852,13.76800143,16.85453618,16.34772572,18.5196785,18.305,10.37241679,10.18460717,11.3935421,10.34675697,10.90832914,13.31538485,15.1180198,13.53204432,14.2888013,14.36983854,11.5481977,13.1246792,11.15624929,12.23510076,10.49599923,10.65698851,-0.94172,-1.6565,0,-0.0681631385553913,0,0
6,pname:hk_inst:0_ptype:pp_pstyle:m_x:408151.03_y:6429181.70_zone:1_1.258925E+00,0,14423164.2756383,14423164.2756383,0,14008070.3474494,409525.824383874,5568.10380505542,12.91641185,15.61033466,14.32565897,12.74318955,13.74454515,16.7990608,16.27861336,18.42352759,18.26450654,10.36898132,10.18238795,11.38754771,10.34274275,10.90145014,13.28835032,15.0692341,13.50884118,14.28694637,14.36663197,11.54644603,13.11547486,11.14716121,12.21609413,10.4935288,10.6534981,-0.93922,-1.6551,0,-0.0630721019252169,0,0
7,pname:hk_inst:0_ptype:pp_pstyle:m_x:408151.03_y:6429181.70_zone:1_1.584893E+00,0,14436612.0051726,14436612.0051726,0,14021313.9990832,409729.995302274,5568.01078712325,12.92008677,15.61321116,14.33107652,12.74595259,13.74667077,16.8033326,16.28680512,18.44897292,18.27654325,10.36965414,10.18284989,11.38860912,10.34356298,10.90281879,13.29200043,15.07521123,13.51359906,14.28724164,14.3671252,11.54675979,13.11670559,11.14895612,12.21928168,10.49399987,10.6541479,-0.93982,-1.6553,0,-0.0630654867879131,0,0
8,pname:hk_inst:0_ptype:pp_pstyle:m_x:408151.03_y:6429181.70_zone:1_1.995262E+00,0,14450206.0643208,14450206.0643208,0,14034591.7113535,409973.659160993,5640.693806261,12.92377515,15.61604513,14.33652451,12.74873132,13.74882104,16.80766405,16.29506025,18.4744729,18.28847943,10.37032553,10.18330967,11.38967088,10.34438086,10.90418505,13.29567087,15.08123076,13.518351,14.28753691,14.3676193,11.54707285,13.1179426,11.15074864,12.22247646,10.49446987,10.654797,-0.94041,-1.6556,0,-0.0682156314471603,0,0
9,pname:hk_inst:0_ptype:pp_pstyle:m_x:408151.03_y:6429181.70_zone:1_2.511886E+00,0,14463735.16132,14463735.16132,0,14047879.1869991,410215.410076192,5640.5642447337,12.92746982,15.61883406,14.34199199,12.75152023,13.75099177,16.81204662,16.30336157,18.49997327,18.3003009,10.37099434,10.18376659,11.39073109,10.34519505,10.90554659,13.29935437,15.08728043,13.52308882,14.28783165,14.36811338,11.54738473,13.11918342,11.1525357,12.22567245,10.49493806,10.65544426,-0.94099,-1.6559,0,-0.0682064843485765,0,0
10,pname:hk_inst:0_ptype:pp_pstyle:m_x:408151.03_y:6429181.70_zone:1_3.162278E+00,0,14477208.3607489,14477208.3607489,0,14061152.0747809,410415.841706272,5640.44426179168,12.93116352,15.62157582,14.34746778,12.75431368,13.75317854,16.81647127,16.31169132,18.52542008,18.31199454,10.37165953,10.18421996,11.39178791,10.34600429,10.90690122,13.30304347,15.09334765,13.52780453,14.28812538,14.36860659,11.54769491,13.1204256,11.15431433,12.22886356,10.49540367,10.65608862,-0.94157,-1.6561,0,-0.068198013396796,0,0
11,pname:hk_inst:0_ptype:pp_pstyle:m_x:408251.03_y:6429181.70_zone:1_1.258925E+00,0,14425974.7848077,14425974.7848077,0,14010780.838693,409625.874220194,5568.07189454326,12.91672377,15.61207974,14.32562594,12.74320818,13.74419352,16.79797723,16.27763849,18.42846992,18.27249534,10.36918448,10.18255458,11.38778359,10.34301299,10.90186089,13.28837181,15.06881391,13.51026934,14.28700362,14.36671078,11.54653012,13.11552952,11.14767912,12.21656097,10.49366688,10.65367145,-0.93951,-1.6552,0,-0.0630698325588476,0,0
12,pname:hk_inst:0_ptype:pp_pstyle:m_x:408251.03_y:6429181.70_zone:1_1.584893E+00,0,14442302.9844237,14442302.9844237,0,14026806.8732569,409928.194991393,5567.91617541009,12.92072683,15.61670129,14.33103167,12.74600057,13.74597274,16.80117175,16.28488052,18.45903812,18.29256962,10.37006319,10.18318483,11.3890854,10.34410676,10.90364615,13.29205768,15.07439127,13.51647831,14.28735718,14.36728462,11.54692914,13.11681969,11.14999991,12.22023013,10.4942779,10.65449725,-0.94039,-1.6555,0,-0.0630587582421609,0,0
13,pname:hk_inst:0_ptype:pp_pstyle:m_x:408251.03_y:6429181.70_zone:1_1.995262E+00,0,14458803.9400701,14458803.9400701,0,14042934.637417,410228.712616192,5640.59003688267,12.92475926,15.62127856,14.3364897,12.7488196,13.74778285,16.80443506,16.29221419,18.48982674,18.31257843,10.37094291,10.18381438,11.39039177,10.34520112,10.90543431,13.29577852,15.08003301,13.52270191,14.28771175,14.36786108,11.54732847,13.118121,11.15232553,12.22392064,10.49488955,10.65532476,-0.94126,-1.6558,0,-0.0682083052946123,0,0
14,pname:hk_inst:0_ptype:pp_pstyle:m_x:408251.03_y:6429181.70_zone:1_2.511886E+00,0,14475346.3036726,14475346.3036726,0,14059134.9839962,410570.879565471,5640.44011085524,12.92881342,15.62580738,14.34198953,12.75165995,13.74962058,16.8077614,16.29962518,18.52076494,18.33249366,10.37182226,10.18444231,11.39170047,10.34629436,10.90722247,13.29952725,15.08572825,13.52892948,14.28806675,14.36843918,11.54772748,13.11943104,11.1546521,12.22762567,10.49550084,10.65615265,-0.94213,-1.6562,0,-0.0681977203334703,0,0
15,pname:hk_inst:0_ptype:pp_pstyle:m_x:408251.03_y:6429181.70_zone:1_3.162278E+00,0,14491888.4453054,14491888.4453054,0,14075378.3351523,410869.812316191,5640.29783688645,12.93288162,15.63028409,14.34752038,12.75451611,13.7514824,16.81114443,16.30709872,18.55178078,18.35228811,10.37269981,10.18506769,11.3930092,10.34738477,10.90900767,13.30329659,15.0914658,13.53515037,14.2884216,14.36901792,11.54812562,13.12074719,11.15697572,12.23133832,10.49611084,10.65697953,-0.94299,-1.6565,0,-0.0681876754707366,0,0
16,pname:hk_inst:0_ptype:pp_pstyle:m_x:408351.03_y:6429181.70_zone:1_1.258925E+00,0,14426599.737205,14426599.737205,0,14011353.1735842,409678.471879074,5568.09174175424,12.91658101,15.61393722,14.324975,12.74293305,13.74375129,16.79689404,16.27600597,18.41940401,18.285707,10.36933795,10.18269391,11.38791968,10.34322806,10.90216308,13.28799292,15.06783282,13.51124706,14.28703535,14.36674647,11.54659034,13.1154636,11.14804313,12.21663508,10.49376997,10.65379201,-0.93977,-1.6552,0,-0.0630712440254004,0,0
17,pname:hk_inst:0_ptype:pp_pstyle:m_x:408351.03_y:6429181.70_zone:1_1.584893E+00,0,14443666.9790846,14443666.9790846,0,14028022.1364302,410076.966988673,5567.87566570574,12.92045102,15.62044243,14.32973517,12.74545356,13.74508327,16.79898854,16.28160792,18.44097864,18.31923859,10.37037434,10.18346681,11.38936288,10.34454244,10.90425924,13.29130422,15.07242815,13.51846503,14.28742193,14.36735775,11.54705135,13.11669002,11.15073908,12.22039036,10.49448693,10.65474206,-0.94092,-1.6556,0,-0.0630558772747542,0,0
18,pname:hk_inst:0_ptype:pp_pstyle:m_x:408351.03_y:6429181.70_zone:1_1.995262E+00,0,14460979.7929135,14460979.7929135,0,14044863.4002131,410475.846362271,5640.54633811959,12.92436048,15.62692657,14.33455465,12.74800466,13.74644215,16.80113749,16.28729803,18.46287272,18.35291588,10.37141564,10.18424206,11.39081563,10.3458625,10.90636634,13.29465574,15.07708937,13.52572665,14.28781076,14.36797328,11.54751437,13.11792991,11.15345018,12.22417884,10.49520716,10.65569724,-0.94207,-1.656,0,-0.0682052201247596,0,0
19,pname:hk_inst:0_ptype:pp_pstyle:m_x:408351.03_y:6429181.70_zone:1_2.511886E+00,0,14478362.5597581,14478362.5597581,0,14061847.0884837,410875.109999871,5640.36127444887,12.92830193,15.63338232,14.33942436,12.75058157,13.74782568,16.80333774,16.29306588,18.48504102,18.38667457,10.37246017,10.18501845,11.39227537,10.34718607,10.90848078,13.2980412,15.08180783,13.53301863,14.28820122,14.36859203,11.54797856,13.11918103,11.1561717,12.22799336,10.49592945,10.65665597,-0.94322,-1.6564,0,-0.0681921543231657,0,0
20,pname:hk_inst:0_ptype:pp_pstyle:m_x:408351.03_y:6429181.70_zone:1_3.162278E+00,0,14495855.4208931,14495855.4208931,0,14078942.4940224,411272.722667389,5640.20420330438,12.9322679,15.63980295,14.34433504,12.75317942,13.74923132,16.80558556,16.29890083,18.50743579,18.42045021,10.37350607,10.18579478,11.39373937,10.34851089,10.91059879,13.30145418,15.08657474,13.54032761,14.28859268,14.36921279,11.54844335,13.12044082,11.15889874,12.23182669,10.49665265,10.65761651,-0.94436,-1.6568,0,-0.0681810646511509,0,0
21,pname:hk_inst:0_ptype:pp_pstyle:m_x:408451.03_y:6429181.70_zone:1_1.258925E+00,0,14426403.7468001,14426403.7468001,0,14011110.6442408,409725.015183233,5568.08737608372,12.91592937,15.61602969,14.32376102,12.74235869,13.74319635,16.79572325,16.27395945,18.40867283,18.29915286,10.36940501,10.18278365,11.38790377,10.34334029,10.90227283,13.28721808,15.06639623,13.51138875,14.28703023,14.36671991,11.54661309,13.11525401,11.14814027,12.21621173,10.49381502,10.65382652,-0.94,-1.6552,0,-0.0630709335539139,0,0
22,pname:hk_inst:0_ptype:pp_pstyle:m_x:408451.03_y:6429181.70_zone:1_1.584893E+00,0,14443311.5672656,14443311.5672656,0,14027534.103787,410209.593789472,5567.86968912733,12.9191398,15.6246543,14.32728841,12.74429582,13.7439608,16.79661772,16.2774768,18.41936107,18.34624726,10.37051026,10.18364813,11.38933198,10.34476957,10.90448215,13.28974254,15.06952969,13.51875842,14.28741182,14.36730452,11.54709743,13.11626758,11.15093719,12.21954018,10.49457817,10.6548123,-0.94137,-1.6557,0,-0.0630554522317091,0,0
23,pname:hk_inst:0_ptype:pp_pstyle:m_x:408451.03_y:6429181.70_zone:1_1.995262E+00,0,14460411.8215384,14460411.8215384,0,14044113.9174303,410657.355976191,5640.54813190156,12.92237508,15.63327689,14.33084699,12.74625016,13.74475381,16.79754752,16.28102401,18.43021609,18.39354963,10.37162815,10.18451179,11.39078025,10.34621189,10.90670856,13.29228965,15.0726894,13.52616945,14.28779293,14.36790318,11.54757153,13.11730896,11.15375659,12.22289226,10.4953469,10.65581372,-0.94276,-1.6561,0,-0.0682053467675573,0,0
24,pname:hk_inst:0_ptype:pp_pstyle:m_x:408451.03_y:6429181.70_zone:1_2.511886E+00,0,14477585.0464505,14477585.0464505,0,14060841.0593304,411103.62577139,5640.36134867194,12.92565227,15.64189367,14.33446482,12.74823417,13.74553424,16.79848743,16.28466772,18.44129064,18.4409149,10.37273785,10.18538727,11.39221654,10.34764917,10.90893791,13.29487553,15.07592094,13.5336401,14.2881814,14.36848487,11.54807284,13.1183242,11.15658078,12.22628138,10.49611568,10.65680039,-0.94414,-1.6565,0,-0.0681921595634859,0,0
25,pname:hk_inst:0_ptype:pp_pstyle:m_x:408451.03_y:6429181.70_zone:1_3.162278E+00,0,14494844.997285,14494844.997285,0,14077654.2925646,411550.430659069,5640.27406133515,12.9289415,15.65048393,14.33810012,12.7502278,13.74634057,16.79946031,16.28832857,18.45249387,18.48823527,10.37385604,10.18625891,11.39366725,10.34909412,10.91117584,13.29747419,15.07916693,13.54112245,14.28856807,14.36907829,11.54856221,13.11936321,11.15941653,12.22968077,10.49688722,10.65779892,-0.94552,-1.6569,0,-0.0681859968493552,0,0
26,pname:hk_inst:0_ptype:pp_pstyle:m_x:408551.03_y:6429181.70_zone:1_1.258925E+00,0,14421826.4295806,14421826.4295806,0,14006474.6100434,409783.719762593,5568.099774594,12.9150401,15.61951867,14.32240142,12.74168406,13.74266076,16.79467743,16.27202193,18.40186552,18.27697665,10.36942396,10.18286619,11.38779084,10.34339451,10.90224826,13.28631674,15.06492797,13.51079328,14.28701338,14.36666355,11.54662754,13.11498261,11.1480403,12.21550108,10.49383492,10.65381125,-0.94029,-1.6552,0,-0.0630718152930039,0,0
27,pname:hk_inst:0_ptype:pp_pstyle:m_x:408551.03_y:6429181.70_zone:1_1.584893E+00,0,14434105.849839,14434105.849839,0,14018208.6846686,410329.259694592,5567.90547580121,12.91735081,15.63162904,14.32455337,12.74293866,13.74288374,16.79451509,16.27357899,18.40563911,18.30200032,10.3705472,10.18381254,11.38910413,10.34487701,10.90443105,13.28792933,15.06657609,13.5175592,14.2873773,14.36719082,11.5471256,13.11572137,11.15073444,12.21811035,10.49461723,10.65478075,-0.94196,-1.6557,0,-0.0630579973089851,0,0
28,pname:hk_inst:0_ptype:pp_pstyle:m_x:408551.03_y:6429181.70_zone:1_1.995262E+00,0,14446540.5496167,14446540.5496167,0,14030065.7993091,410834.15750147,5640.59280617057,12.91968509,15.64372885,14.32673442,12.74420898,13.74311688,16.79437042,16.27517043,18.40950819,18.32740171,10.37167568,10.1847618,11.39042577,10.34636609,10.90662541,13.28956242,15.0682528,13.52436947,14.28774268,14.36772123,11.54762534,13.11646762,11.15344396,12.22074245,10.49540285,10.65575525,-0.94363,-1.6561,0,-0.0682085008082415,0,0
29,pname:hk_inst:0_ptype:pp_pstyle:m_x:408551.03_y:6429181.70_zone:1_2.511886E+00,0,14459045.0184135,14459045.0184135,0,14042023.3294955,411381.259839229,5640.42907872993,12.92203812,15.65579753,14.3289402,12.74549242,13.74335972,16.79424394,16.27679335,18.41346814,18.35312291,10.37280715,10.18571216,11.39175308,10.34785875,10.90882687,13.2912127,15.06995481,13.5312097,14.28810885,14.36825372,11.54812577,13.1172198,11.15616329,12.22339192,10.4961902,10.65673279,-0.9453,-1.6566,0,-0.0681969414456639,0,0
30,pname:hk_inst:0_ptype:pp_pstyle:m_x:408551.03_y:6429181.70_zone:1_3.162278E+00,0,14471585.6093529,14471585.6093529,0,14054057.5787193,411887.696723867,5640.33390965641,12.92440493,15.667815,14.3311661,12.74678624,13.74361165,16.79413587,16.27844452,18.41751298,18.37910245,10.37393928,10.18666179,11.39308327,10.34935195,10.91103085,13.29287666,15.07167861,13.53806527,14.28847512,14.36878713,11.54862596,13.11797625,11.15888674,12.22605315,10.49697771,10.65771134,-0.94697,-1.657,0,-0.068190222303048,0,0
31,pname:hk_inst:0_ptype:pp_pstyle:m_x:408651.03_y:6429181.70_zone:1_1.258925E+00,0,14419755.5046758,14419755.5046758,0,14004260.9843768,409926.392226593,5568.12807237271,12.91428149,15.625685,14.32135686,12.74115021,13.74227997,16.79397495,16.27068364,18.39811154,18.26019336,10.3694527,10.18299312,11.38767804,10.34345717,10.90219908,13.28560745,15.06385965,13.5099029,14.28702192,14.36662721,11.54667436,13.1147603,11.14789221,12.21483972,10.49387544,10.65380403,-0.94079,-1.6553,0,-0.0630738277288315,0,0
32,pname:hk_inst:0_ptype:pp_pstyle:m_x:408651.03_y:6429181.70_zone:1_1.584893E+00,0,14429870.1289383,14429870.1289383,0,14013767.8153226,410534.320931871,5567.99268378575,12.9158372,15.64399092,14.32246889,12.74187379,13.74212588,16.79311885,16.27090987,18.39812824,18.26828108,10.37060675,10.18406777,11.38888091,10.34500509,10.90433675,13.28651428,15.0644451,13.51578936,14.28739457,14.36711912,11.5472197,13.11527848,11.15044312,12.21679145,10.49469957,10.65476808,-0.94297,-1.6557,0,-0.0630641993293177,0,0
33,pname:hk_inst:0_ptype:pp_pstyle:m_x:408651.03_y:6429181.70_zone:1_1.995262E+00,0,14440139.5908537,14440139.5908537,0,14023388.846259,411182.915483389,5567.82911132155,12.9174216,15.66230274,14.32361662,12.74261692,13.74198619,16.79229004,16.27118017,18.39824306,18.27663705,10.37176806,10.18514647,11.39009478,10.34656226,10.90649018,13.28744645,15.06506663,13.52173304,14.28776885,14.36761527,11.54776712,13.11580622,11.15301463,12.21877116,10.49552829,10.65573897,-0.94514,-1.6562,0,-0.0630525664074878,0,0
34,pname:hk_inst:0_ptype:pp_pstyle:m_x:408651.03_y:6429181.70_zone:1_2.511886E+00,0,14450581.8280382,14450581.8280382,0,14033106.3451014,411834.838262267,5640.64467453646,12.91903136,15.68058671,14.32479758,12.74337795,13.74186098,16.79148992,16.27149387,18.39845725,18.28524762,10.3729343,10.18622714,11.39131721,10.34812555,10.90865499,13.28840196,15.06572284,13.52772143,14.28814405,14.36811471,11.54831559,13.11634232,11.15560148,12.22077473,10.49635994,10.65671475,-0.94732,-1.6567,0,-0.0682121627405488,0,0
35,pname:hk_inst:0_ptype:pp_pstyle:m_x:408651.03_y:6429181.70_zone:1_3.162278E+00,0,14461018.7229648,14461018.7229648,0,14042894.2670496,412483.960627065,5640.49528816545,12.92065545,15.69881311,14.3259976,12.74415084,13.74175995,16.79072314,16.27182364,18.39874256,18.2941049,10.37411013,10.18730229,11.39255762,10.34969724,10.91083037,13.2893725,15.06639397,13.53372955,14.28851509,14.36862834,11.54884858,13.1169049,11.15820273,12.22279051,10.49719462,10.65770447,-0.94948,-1.6572,0,-0.0682016159375416,0,0
36,pname:hk_inst:0_ptype:pp_pstyle:m_x:408751.03_y:6429181.70_zone:1_1.258925E+00,0,14420219.9617204,14420219.9617204,0,14004611.8767683,410039.887059232,5568.19789291782,12.91371133,15.63290439,14.32066441,12.7407794,13.74204158,16.79356663,16.26989897,18.39641725,18.25445481,10.36943839,10.18309529,11.38754364,10.34345063,10.90205457,13.28512089,15.06319274,13.50881293,14.28704022,14.36659766,11.54672381,13.11459172,11.14763825,12.21428813,10.49389477,10.65376811,-0.94135,-1.6553,0,-0.0630787930892112,0,0
37,pname:hk_inst:0_ptype:pp_pstyle:m_x:408751.03_y:6429181.70_zone:1_1.584893E+00,0,14430885.1434779,14430885.1434779,0,14014513.5861696,410803.44418499,5568.11312329004,12.91469897,15.65858422,14.32108399,12.74113272,13.74164809,16.79229987,16.26933804,18.39472711,18.2567145,10.37058293,10.18427714,11.38861617,10.34499866,10.90405588,13.28554165,15.06311011,13.51362557,14.28743257,14.36706172,11.54732095,13.1149424,11.14994423,12.21569203,10.49474173,10.65470001,-0.94409,-1.6558,0,-0.0630727646047769,0,0
38,pname:hk_inst:0_ptype:pp_pstyle:m_x:408751.03_y:6429181.70_zone:1_1.995262E+00,0,14441713.5336104,14441713.5336104,0,14024572.4179142,411573.095379227,5568.02031704726,12.91571879,15.68440686,14.32154084,12.74150697,13.74126838,16.7910587,16.2688204,18.39312552,18.25916583,10.37173964,10.185468,11.38970413,10.3465627,10.9060816,13.28598938,15.0630639,13.51851465,14.28782797,14.36753183,11.54792262,13.11530402,11.15228065,12.21712908,10.49559686,10.65564269,-0.94685,-1.6563,0,-0.063066164528436,0,0
39,pname:hk_inst:0_ptype:pp_pstyle:m_x:408751.03_y:6429181.70_zone:1_2.511886E+00,0,14452679.8985573,14452679.8985573,0,14034769.1956687,412342.737039225,5567.96584943157,12.91676877,15.71031959,14.32203404,12.74190133,13.7409029,16.78984522,16.26834694,18.39161691,18.26180918,10.37290638,10.18666569,11.39080551,10.34813978,10.90812785,13.28646311,15.06305406,13.5234705,14.28822571,14.36800719,11.54852766,13.11567575,11.15464297,12.21859651,10.49645857,10.6565944,-0.9496,-1.6568,0,-0.0630622909409642,0,0
40,pname:hk_inst:0_ptype:pp_pstyle:m_x:408751.03_y:6429181.70_zone:1_3.162278E+00,0,14463842.8402023,14463842.8402023,0,14045083.5707262,413118.515613463,5640.75386263786,12.91784666,15.7362693,14.32256232,12.74231475,13.74055192,16.78866123,16.26791825,18.39020469,18.26464276,10.37408088,10.18786795,11.39191815,10.3497268,10.91019053,13.28696164,15.06308029,13.52848293,14.28862504,14.36848692,11.54913497,13.11605657,11.15702645,12.22009127,10.49732521,10.65755331,-0.95237,-1.6573,0,-0.0682198714126749,0,0
41,pname:hk_inst:0_ptype:pp_pstyle:m_x:408851.03_y:6429181.70_zone:1_1.258925E+00,0,14419331.4986973,14419331.4986973,0,14003660.4617647,410102.749508992,5568.28742357258,12.91318953,15.63422979,14.32011621,12.74046615,13.74188302,16.79333012,16.26936563,18.39548829,18.25160349,10.369293,10.183062,11.3873131,10.34325749,10.9016894,13.28471726,15.06270335,13.50740028,14.28702647,14.36653138,11.54671615,13.11442496,11.14715007,12.21372688,10.49382076,10.65363263,-0.94166,-1.6553,0,-0.0630851601031404,0,0
42,pname:hk_inst:0_ptype:pp_pstyle:m_x:408851.03_y:6429181.70_zone:1_1.584893E+00,0,14429114.9682467,14429114.9682467,0,14012615.0497168,410931.670463869,5568.24806607972,12.91364379,15.66137876,14.31997067,12.74049746,13.74132235,16.79180914,16.26824722,18.39281615,18.2509063,10.37029306,10.18421388,11.38815347,10.34461397,10.90332506,13.28472285,15.06211279,13.51078616,14.28740586,14.36692885,11.54730732,13.11460509,11.14896573,12.21455964,10.494595,10.65442928,-0.94472,-1.6558,0,-0.0630823611839311,0,0
43,pname:hk_inst:0_ptype:pp_pstyle:m_x:408851.03_y:6429181.70_zone:1_1.995262E+00,0,14439069.7794767,14439069.7794767,0,14021732.3393283,411769.215637787,5568.22451054538,12.91411992,15.68880815,14.31984685,12.7405417,13.74076661,16.79029646,16.26714936,18.39018172,18.25030053,10.37130657,10.18537828,11.38900809,10.34598847,10.90498552,13.28474482,15.06154139,13.51423791,14.28778922,14.36733214,11.54790483,13.11479257,11.15081078,12.21541705,10.49537887,10.65523713,-0.94781,-1.6563,0,-0.0630806860201309,0,0
44,pname:hk_inst:0_ptype:pp_pstyle:m_x:408851.03_y:6429181.70_zone:1_2.511886E+00,0,14449175.9372569,14449175.9372569,0,14030994.2516873,412613.404876664,5568.28069284115,12.91461701,15.71645801,14.3197449,12.74059869,13.74021827,16.78879505,16.26607355,18.38759077,18.24979308,10.37233187,10.18655276,11.38987593,10.34737869,10.90666786,13.28478314,15.06098976,13.51774915,14.2881757,14.36774093,11.54850717,13.11498758,11.15268209,12.21629757,10.496171,10.65605522,-0.95092,-1.6568,0,-0.063084681446065,0,0
45,pname:hk_inst:0_ptype:pp_pstyle:m_x:408851.03_y:6429181.70_zone:1_3.162278E+00,0,14459412.0297324,14459412.0297324,0,14040381.5884619,413462.226222581,5568.21504792014,12.91513435,15.74426651,14.31966538,12.74066835,13.73967635,16.78730721,16.2650226,18.38505021,18.24938914,10.37336694,10.18773535,11.39075506,10.34878179,10.90836878,13.28483779,15.0604595,13.52131347,14.28856478,14.36815428,11.54911362,13.11518895,11.15457591,12.21719977,10.4969699,10.65688171,-0.95404,-1.6573,0,-0.0630800130796026,0,0
46,pname:hk_inst:0_ptype:pp_pstyle:m_x:408951.03_y:6429181.70_zone:1_1.258925E+00,0,14415881.8034376,14415881.8034376,0,13999848.3436302,410464.94130419,5568.51850326455,12.91228639,15.63057987,14.31888858,12.73980257,13.74125496,16.79203512,16.26767272,18.39219753,18.24662761,10.36925307,10.18330111,11.3870842,10.34318737,10.90137344,13.28385462,15.0613733,13.50578671,14.28715677,14.36653623,11.54691958,13.1141264,11.14666569,12.21289251,10.49388792,10.65357351,-0.94324,-1.6554,0,-0.0631015931758759,0,0
47,pname:hk_inst:0_ptype:pp_pstyle:m_x:408951.03_y:6429181.70_zone:1_1.584893E+00,0,14422147.5700774,14422147.5700774,0,14004787.3134474,411692.486036986,5667.77059300596,12.91180529,15.65373122,14.31748107,12.73915035,13.74005403,16.78919867,16.26482466,18.38616455,18.2408136,10.37019398,10.18467352,11.38767529,10.34444825,10.90265882,13.28297213,15.05942066,13.5074707,14.28766062,14.36692973,11.54770489,13.11399607,11.14795645,12.21285568,10.49471531,10.65429476,-0.94784,-1.6561,0,-0.0701246787012803,0,0
