time,PRG,P8,P24,P25,P32,P33,PF,PH,PZHM1,P26,P27,P28,P29,P30,R20,R21,P34,P37,P38,P39,P40,AP1,RCK1,RCK2,P23
1.000000000000,8.924688073,9.279981995,9.542980905,9.183963884,8.816780045,8.764340075,9.897970859,8.724503876,9.022602446,9.961979391,9.791550264,9.575149004,9.599794728,9.605387889,7.745686114,8.479055234,8.658994575,9.310720619,8.607547498,9.306012309,9.583828753,8.885783026,8.190127402,8.436972992,9.468340129
