time,PRG,P8,P24,P25,P32,P33,PF,PH,PZHM1,P26,P27,P28,P29,P30,R20,R21,P34,P37,P38,P39,P40,AP1,RCK1,RCK2,P23
4.000000000000,9.297281461,9.605642667,10.35677969,9.708979006,8.307605356,8.239768487,11.74507509,11.17936512,10.12882272,10.36795606,12.21372722,11.60763262,12.72244018,12.49334627,5.806464617,5.320450455,8.819161450,8.327002626,8.149428545,9.881722359,10.89236443,9.218152466,8.259113931,8.301867939,10.91365799
