0,HAILLAN3
1,JPT_SEUIL_AVAL
2,HAILLAN1
3,JPT_ECL_AVAL
4,BUSSAGUET_AVAL
5,NOIR_AVAL
6,THIL_AMONT
7,MOULINAT_AVAL
8,HAILLAN5
9,NOIR_AMONT
10,MAJOLAN
11,MOULINAT_AMONT
12,BUSSAGUET_AMONT
13,GAJAC
14,HAILLAN4
15,BLANC_AMONT
16,JPT_ECL_AMONT
17,THIL_AVAL
18,HAILLAN2
