time,PRG,P8,P24,P25,P32,P33,PF,PH,PZHM1,P26,P27,P28,P29,P30,R20,R21,P34,P37,P38,P39,P40,AP1,RCK1,RCK2,P23
8.000000000000,9.496015957,9.675213786,9.825349834,9.865656422,9.509230574,9.430257947,10.77513548,9.792839103,9.894166464,10.84658885,10.20544932,9.900883849,9.830121813,9.748232001,8.655993079,7.673043888,9.604659662,9.671486712,9.526878002,9.811362836,9.905020132,9.704914447,9.415573958,9.469974200,9.511637530
