time,PRG,P8,P24,P25,P32,P33,PF,PH,PZHM1,P26,P27,P28,P29,P30,R20,R21,P34,P37,P38,P39,P40,AP1,RCK1,RCK2,P23
1.000000000000,9.671735073,9.795517713,9.962072015,9.783574832,9.390956501,9.341132947,10.43588206,9.532530618,9.732958712,10.30494482,10.17657215,9.981409594,10.00439403,10.00729540,9.502875083,9.138183212,9.475025238,9.575209979,9.504856238,9.838500604,9.989250818,9.555401324,9.125618379,9.307821657,9.865288894
