time,PRG,P8,P24,P25,P32,P33,PF,PH,PZHM1,P26,P27,P28,P29,P30,R20,R21,P34,P37,P38,P39,P40,AP1,RCK1,RCK2,P23
3.000000000000,9.840189893,11.17913449,11.95493564,11.38815725,9.763185880,9.593758341,10.59537131,10.89972562,11.31763208,12.15826281,13.36222192,12.81720802,13.38121190,13.03879274,10.23025686,10.90628920,10.25327622,9.790612491,10.08724825,11.57456515,12.33572904,11.28340644,9.704680219,9.854868253,11.62946669
