time,PRG,P8,P24,P25,P32,P33,PF,PH,PZHM1,P26,P27,P28,P29,P30,R20,R21,P34,P37,P38,P39,P40,AP1,RCK1,RCK2,P23
1.000000000000,9.232224015,9.830743715,9.884149592,9.905208663,9.286081280,9.200826375,9.793420379,9.486481297,9.970940034,10.38395315,10.16978231,9.924107576,10.02285990,9.946457573,9.801287961,9.569577689,9.788283056,9.494949359,9.703595947,9.877293800,9.926504952,9.818902353,9.150779008,9.201204660,9.864329637
