time,PRG,P8,P24,P25,P32,P33,PF,PH,PZHM1,P26,P27,P28,P29,P30,R20,R21,P34,P37,P38,P39,P40,AP1,RCK1,RCK2,P23
1.000000000000,9.158313496,9.763148339,9.906859979,9.984346349,9.231051814,9.146644368,10.00838454,9.622412936,10.14533774,10.48203701,10.32868825,9.953562079,9.960690226,9.876843210,9.439986635,7.654501469,9.686744098,9.390328340,9.577613652,9.908788315,9.960729264,9.825998113,9.118386115,9.155560636,9.728624098
